3.2453259127562433	3.0327661984684884	3.126024274179163	3.233365877996701	3.2240069735708663	3.259921943519341	3.4415425904847914	3.1959546264749363	3.1889111979009366	3.2096738553438056	2.995630651354313
3.3652109996497317	3.2520344088028508	2.819833373346176	3.319225822985984	3.2005976375112315	3.2262008058153255	3.218058100224769	3.1827295794590817	3.364339597486257	3.4029775212117954	3.1394282097452875
3.2568382359224763	3.0888496342996827	3.0924992967699283	3.233365877996701	3.333477615202958	3.4274462640945513	3.3173098376099186	3.3536365591285824	3.4935385124059306	3.28660636385742	3.2481060013587464
3.0404378123394995	2.8600349418162354	3.2203409870036714	3.0963120338689114	3.2692431405083866	3.058571627792796	3.2387121824417537	3.113846247995426	3.1325655663385645	3.0818930076693496	3.0174830441749068
3.122266977882844	2.9579269007463145	2.9056076788892424	2.433234844335313	2.8152967825960467	2.9739825108451683	2.7799088644524943	2.836169784003756	3.1325655663385645	2.899658984471011	2.903107800963989
2.601478015372653	2.270065611755776	2.3039587453607853	2.5412197561846956	2.8495233168439817	2.8319525534549435	2.71303523555339	2.3934496771382205	2.612122169072556	2.7425627890534443	2.878574760164208
2.9513110441256023	2.8937416429733607	2.863639898271213	2.8844089830241812	2.685340127345893	3.0983259662941856	2.983994467998088	2.7578752035584846	2.612122169072556	3.111733097585172	3.059805401885426
3.1608002638819226	3.1548009296526702	3.2203409870036714	3.0357592019142183	2.990513586693754	3.3990011558651987	3.336030560756962	2.8548217519374304	3.2159365099761072	3.2229140138584995	3.195242737378209
2.7638942158722997	3.0888496342996827	3.3065237202365427	3.004049870045528	3.0878939115722583	2.8815713193954786	3.130891712552468	2.9764672521070947	3.2678900386788565	2.8241926215920494	2.853424679688444
3.0116025801957034	3.0888496342996827	2.675569635477776	2.789240773090167	3.1644229237082886	3.20890400475322	3.1754243532599418	2.7578752035584846	3.009350409769369	2.7636033957577584	3.0388681040673666
3.0116025801957034	3.192380031103144	2.443740581876288	3.004049870045528	3.1140597504498424	3.0983259662941856	3.0842831085952045	3.113846247995426	3.1889111979009366	2.899658984471011	2.950438904431433
2.9667281266411933	3.018239715924228	2.819833373346176	3.0963120338689114	2.975794429697644	3.1176257725304803	3.1754243532599418	3.0086682723828284	3.072854535637623	2.917668111740643	3.230793568631982
3.434638980021397	3.180009912578878	3.4109719339789675	3.2204754803485955	3.0878939115722583	3.3990011558651987	3.35440724914545	3.0994813220041806	3.16113518340774	3.0666322691641046	3.230793568631982
1.125127215985958	1.2221543144585738	1.5593496778625875	0.9648240648746302	0.4583182771506213	1.1503402211255709	1.7390009033819025	0.4959231436876418	0.8455493091481976	0.6883650555671055	1.0178550611104666
3.0261241264936527	3.180009912578878	3.126024274179163	3.1108941856294763	2.9608553784312313	3.369723174486745	3.0353954882059933	3.0551053194005537	3.317277182323489	3.0353938340617344	3.0388681040673666
2.9667281266411933	3.0751208866645143	2.726005662049133	2.6616203186014418	2.9608553784312313	3.1176257725304803	3.0601380185832467	2.737304779871814	2.8687912206897366	2.935358639584429	3.0174830441749068
3.2336795109506355	3.3192180831885776	3.249901566051052	3.2204754803485955	3.01931746278374	2.779742636556036	2.957267985910577	3.0849070337887348	3.16113518340774	3.0818930076693496	2.950438904431433
2.2942398221715004	2.064856497291994	1.947218432174188	2.433234844335313	2.2439467454330733	2.3514492864544345	1.7390009033819025	1.8651823925452584	2.612122169072556	2.2250366034351297	2.372100934538747
2.6232822822664517	2.732219489868553	2.819833373346176	2.9200772468595333	2.8325564745289613	3.191302750575157	3.0100251998614382	3.0086682723828284	2.7903337728849547	2.784210402863724	2.950438904431433
2.9356525484333162	2.97334954724195	2.443740581876288	3.0963120338689114	2.8495233168439817	3.0171712176250614	3.0100251998614382	3.070117190259132	2.9760191012490176	3.2229140138584995	2.827625718170122
2.706034935182694	2.8600349418162354	2.863639898271213	2.7274650383022254	2.6448814530778506	3.191302750575157	2.71303523555339	2.8171632972148224	2.941538395615248	2.784210402863724	2.488677035812789
3.0821891632331937	2.732219489868553	2.3762900480414544	2.828401424527329	2.797733953994658	2.8319525534549435	3.0601380185832467	2.873132184549092	3.16113518340774	2.6536724656594326	2.827625718170122
2.8704450789951514	2.9101782977544075	2.819833373346176	2.9200772468595333	2.7242253507570835	2.752578567797237	2.9015716699228835	2.6505110386333426	2.8687912206897366	2.935358639584429	2.950438904431433
3.054549504457584	2.8937416429733607	2.9056076788892424	2.8844089830241812	2.7242253507570835	3.1176257725304803	2.9015716699228835	2.7578752035584846	2.7051926506149173	2.784210402863724	2.827625718170122
3.054549504457584	2.9263491519010416	2.5069276034413663	2.7274650383022254	2.8826170600385943	3.058571627792796	3.0353954882059933	2.836169784003756	2.9760191012490176	2.8626375306542107	2.5930709540492063
2.7638942158722997	2.7125496910537987	2.56635820688419	2.769069933789831	2.779857149932886	2.951667926309592	2.8117401358578245	2.6041153650220688	2.7051926506149173	2.7210699427814067	2.3300132025472178
2.166533415171936	1.7559570316219733	1.5593496778625875	1.9238943204692895	1.7820464717602986	1.6711979182348191	1.4177371591616834	1.2720201853206812	1.7320801114396989	1.9376981648133784	1.4092030443440948
2.887149886094309	2.789008843104237	1.3874392024216788	2.9024021346432187	3.1010624099602917	3.0380856566550207	3.130891712552468	2.5554619592236025	3.041606484772037	2.935358639584429	3.0174830441749068
2.981911127021033	2.789008843104237	2.9056076788892424	2.6616203186014418	2.7242253507570835	2.779742636556036	3.0353954882059933	2.8911133649354883	2.9760191012490176	2.917668111740643	2.7739408606177527
3.0116025801957034	2.8251523482948606	2.5069276034413663	2.789240773090167	2.704971734719701	2.9739825108451683	3.2982319520185785	2.5554619592236025	3.041606484772037	2.7636033957577584	3.0388681040673666
3.2218958705648566	3.216670461587777	3.3336762084023035	3.2833274407937187	3.2581244901428543	3.508226913135023	3.372452319731047	3.024388109665253	3.1889111979009366	3.4564496705265375	3.120108939707846
2.706034935182694	2.7125496910537987	2.819833373346176	2.809012781138686	2.488801783625572	2.752578567797237	3.0842831085952045	2.737304779871814	2.659739783593221	2.8435998161256606	2.6875895858852368
2.6232822822664517	2.3300698122298296	2.7740195691933027	2.5911325565940992	2.3872945794703218	3.0983259662941856	2.5232044791625534	3.1557429238411117	2.612122169072556	3.0818930076693496	3.1394282097452875
2.8534564738119985	2.8937416429733607	2.945884876783333	2.866086136593398	2.8826170600385943	3.0380856566550207	2.7470309561500894	2.77803099965418	2.7486690645314904	2.7636033957577584	2.7459774913169404
2.836174260750944	3.180009912578878	2.726005662049133	3.153406630171502	3.005019229063561	3.078646334964781	3.218058100224769	3.1959546264749363	3.16113518340774	3.0969243523687617	2.9732900429207985
2.744977330018373	3.10239245311238	2.3762900480414544	2.70599494256096	2.602716602315934	2.9739825108451683	2.6413669755480282	2.8171632972148224	2.7903337728849547	2.6536724656594326	2.903107800963989
2.8006871468137056	2.8427457367611098	2.3762900480414544	2.9545169794721606	2.7242253507570835	3.0983259662941856	3.0100251998614382	2.6505110386333426	3.041606484772037	2.9698276371823766	2.7739408606177527
2.7824598867702033	2.942262665423057	2.5069276034413663	2.9374453677370336	2.7242253507570835	2.9054869791678484	2.983994467998088	2.77803099965418	2.905826181267292	2.4479739177566144	2.657065353270214
2.7256956843880458	2.465997068683663	2.22598483706381	2.7274650383022254	2.602716602315934	2.8815713193954786	2.7470309561500894	2.3014030901326827	2.332609671946015	2.4190106462667242	2.717209621519688
2.685979875523026	2.7515098393912547	2.726005662049133	2.9024021346432187	2.975794429697644	3.078646334964781	3.0842831085952045	2.7578752035584846	3.16113518340774	2.784210402863724	2.80114350413161
3.0404378123394995	2.8427457367611098	2.5069276034413663	2.7484838413584374	2.535935972401916	3.0380856566550207	2.957267985910577	2.77803099965418	3.103155660693246	2.676646719185408	2.7459774913169404
3.1608002638819226	3.0327661984684884	2.675569635477776	2.6840537487955904	3.1520679205457416	2.9288440140377667	3.0601380185832467	2.8548217519374304	3.16113518340774	3.0353938340617344	2.927053355732266
2.685979875523026	2.7704351028600565	2.726005662049133	2.6386720581217435	2.9146505998374588	2.9739825108451683	2.389184996784349	2.908776925251064	2.7486690645314904	2.7636033957577584	2.7459774913169404
2.836174260750944	2.5856395935587795	2.863639898271213	2.789240773090167	2.685340127345893	2.779742636556036	2.929807537759658	2.9764672521070947	3.009350409769369	2.4479739177566144	2.950438904431433
2.9356525484333162	2.942262665423057	3.2203409870036714	2.9024021346432187	3.01931746278374	3.0171712176250614	2.8117401358578245	2.836169784003756	2.83033174590855	2.5301468796845668	2.878574760164208
2.8006871468137056	2.7125496910537987	2.675569635477776	2.6386720581217435	2.3872945794703218	2.9958100041656404	2.983994467998088	2.8911133649354883	2.4539366213874554	2.5301468796845668	2.5594694808815084
2.996867047359708	3.0327661984684884	2.3039587453607853	2.9200772468595333	2.5809481725109182	2.9739825108451683	3.0601380185832467	2.77803099965418	2.905826181267292	2.8241926215920494	2.9732900429207985
3.0261241264936527	3.018239715924228	3.0924992967699283	3.0200302159305794	2.8495233168439817	3.1733861331727025	2.9015716699228835	2.873132184549092	2.7903337728849547	2.881319571284929	2.5594694808815084
2.6446212505595708	2.5856395935587795	2.56635820688419	2.4613437942509466	2.6448814530778506	3.0380856566550207	2.929807537759658	2.234967018941043	2.7051926506149173	2.8044013211464702	2.5246995738640385
2.6446212505595708	2.102117243697052	2.443740581876288	2.4886841852663344	2.180311846641641	2.6663569225350594	2.5641630961335684	2.5554619592236025	2.332609671946015	2.5561028800427184	2.80114350413161
3.0957276915941616	2.97334954724195	2.3039587453607853	3.0357592019142183	2.8826170600385943	2.857069657601491	2.71303523555339	3.209007052065561	2.941538395615248	3.1826557359114025	2.853424679688444
2.8534564738119985	3.0327661984684884	3.0924992967699283	3.3074023075931374	2.7616549397016037	3.3241333813478686	3.5216901790682047	3.0551053194005537	3.2159365099761072	3.274188302134795	3.0388681040673666
2.6446212505595708	2.7515098393912547	2.9056076788892424	2.9200772468595333	2.975794429697644	2.695931228049864	3.0601380185832467	2.5800845271799484	3.041606484772037	2.3891834184862977	2.7459774913169404
2.459612213447912	2.515584580233269	2.5069276034413663	2.4886841852663344	2.665315389298337	2.857069657601491	2.71303523555339	2.5302177826161296	2.194503286002198	2.3891834184862977	2.5594694808815084
2.380340632982969	2.8427457367611098	2.22598483706381	2.5911325565940992	2.6240212455661163	3.0171712176250614	2.435882527167609	2.5043197970686464	2.83033174590855	2.676646719185408	2.950438904431433
2.8704450789951514	2.9263491519010416	2.726005662049133	2.866086136593398	2.5809481725109182	3.078646334964781	3.0842831085952045	2.9261338919062436	2.7051926506149173	2.3891834184862977	3.176981858978544
1.8005386372474168	1.7028688275942758	1.1797118194452545	1.5889049814964908	1.6790743939249195	1.8216810185251395	1.8266356568565487	0.6744841194280187	1.8432488097967388	1.7837765086213295	1.5117160613129583
2.6446212505595708	2.7704351028600565	2.945884876783333	2.6386720581217435	2.8987620929131417	2.9739825108451683	3.0842831085952045	2.6948492580261068	2.941538395615248	2.6536724656594326	2.488677035812789
2.7256956843880458	2.7704351028600565	2.443740581876288	2.70599494256096	2.602716602315934	2.72465595944146	2.7799088644524943	2.3934496771382205	2.8687912206897366	2.5561028800427184	2.6255799767242594
2.8006871468137056	2.5856395935587795	2.1414128996313955	2.5911325565940992	2.866207081674417	2.6358812525486184	2.8117401358578245	2.7578752035584846	2.7486690645314904	2.7425627890534443	2.717209621519688
2.7256956843880458	2.672009898488569	2.5069276034413663	2.7484838413584374	2.9146505998374588	2.806188290740361	3.1534059069360643	2.6041153650220688	2.5621232530421887	2.8044013211464702	2.7459774913169404
3.054549504457584	3.0888496342996827	3.249901566051052	3.153406630171502	2.9146505998374588	3.508226913135023	3.474376396964065	2.9764672521070947	3.317277182323489	3.274188302134795	2.927053355732266
2.380340632982969	2.539485720381013	2.56635820688419	2.4886841852663344	2.7242253507570835	2.5037440563004294	2.5232044791625534	2.422340729530659	2.5621232530421887	2.7636033957577584	2.5594694808815084
2.380340632982969	2.8770303033851587	2.6224540728668497	2.6386720581217435	2.6240212455661163	2.695931228049864	2.677843010628103	2.672925862916212	2.5094922676809914	2.7636033957577584	2.657065353270214
2.6655143647861603	2.7125496910537987	2.3762900480414544	2.343831661134702	2.4136535814465607	2.6663569225350594	2.6413669755480282	2.627582247514544	2.194503286002198	2.5034991715362125	2.451308227429758
3.0957276915941616	2.6079415370416053	2.3039587453607853	2.828401424527329	2.665315389298337	2.6663569225350594	3.0842831085952045	2.908776925251064	2.941538395615248	2.8626375306542107	2.6875895858852368
2.7638942158722997	2.8600349418162354	2.22598483706381	2.809012781138686	2.4136535814465607	2.806188290740361	2.957267985910577	2.627582247514544	2.7486690645314904	2.784210402863724	2.412488600473205
3.0684648246480064	2.8770303033851587	2.726005662049133	2.9545169794721606	2.797733953994658	3.1551426452741778	2.7799088644524943	2.836169784003756	2.8687912206897366	2.676646719185408	2.7739408606177527
2.5330587458097407	2.6511065642734972	2.3039587453607853	3.0815140923997784	2.6448814530778506	2.857069657601491	2.5232044791625534	2.234967018941043	3.009350409769369	2.4479739177566144	2.7739408606177527
2.200021228456535	2.491098158135223	2.7740195691933027	2.769069933789831	2.488801783625572	3.2262008058153255	3.130891712552468	2.5800845271799484	2.905826181267292	2.676646719185408	2.6255799767242594
2.6655143647861603	2.8600349418162354	2.5069276034413663	2.6616203186014418	2.9608553784312313	2.806188290740361	2.7799088644524943	2.7163023109465234	2.4539366213874554	2.784210402863724	2.488677035812789
2.6232822822664517	2.672009898488569	2.9056076788892424	2.5152969293346747	2.930290605281077	3.0380856566550207	3.0601380185832467	2.6948492580261068	2.83033174590855	2.917668111740643	2.488677035812789
3.054549504457584	2.8937416429733607	3.0924992967699283	2.809012781138686	2.8826170600385943	2.9288440140377667	3.130891712552468	2.5043197970686464	3.1325655663385645	2.8435998161256606	2.927053355732266
2.836174260750944	2.8251523482948606	2.5069276034413663	2.769069933789831	2.704971734719701	2.779742636556036	2.7799088644524943	2.9261338919062436	2.941538395615248	2.784210402863724	2.372100934538747
2.6446212505595708	2.988537943892601	2.7740195691933027	2.809012781138686	2.535935972401916	2.857069657601491	3.0100251998614382	2.8911133649354883	2.5621232530421887	2.5301468796845668	2.7739408606177527
2.685979875523026	2.8600349418162354	2.22598483706381	2.5911325565940992	2.6448814530778506	2.6044475427180047	2.8725153145830737	2.627582247514544	2.395112047787219	2.6991049885520875	2.6875895858852368
2.9035802213350266	2.9101782977544075	2.56635820688419	2.809012781138686	2.685340127345893	2.951667926309592	2.7470309561500894	2.5800845271799484	2.8687912206897366	2.6301579595884625	2.6255799767242594
2.6655143647861603	2.6079415370416053	2.6224540728668497	2.6616203186014418	2.3602219269555587	2.752578567797237	2.435882527167609	2.0465489914439448	2.332609671946015	2.151007941877523	2.451308227429758
2.484698567267668	2.491098158135223	2.675569635477776	2.847421287247678	2.558695313348544	3.0171712176250614	2.8725153145830737	2.873132184549092	2.941538395615248	2.7636033957577584	2.6255799767242594
2.9197449586443605	3.0470846802320892	3.0924992967699283	2.847421287247678	2.866207081674417	2.857069657601491	2.9015716699228835	2.8548217519374304	2.395112047787219	2.6991049885520875	2.6255799767242594
2.7256956843880458	2.8251523482948606	2.675569635477776	2.8844089830241812	2.8495233168439817	3.078646334964781	2.677843010628103	2.450420473716831	3.103155660693246	2.6536724656594326	2.9732900429207985
2.6655143647861603	2.629756935025604	2.5069276034413663	2.866086136593398	2.779857149932886	2.806188290740361	2.983994467998088	2.737304779871814	2.659739783593221	2.6301579595884625	2.80114350413161
2.685979875523026	2.6924852150526224	2.1414128996313955	2.56648753502476	2.512646556280003	2.6663569225350594	2.435882527167609	2.004197054157182	2.1175694944688788	2.5034991715362125	2.5930709540492063
2.43388030514666	2.8427457367611098	2.3039587453607853	2.6386720581217435	2.535935972401916	2.752578567797237	2.6035099057532824	2.627582247514544	2.612122169072556	2.676646719185408	2.657065353270214
2.8006871468137056	3.1548009296526702	2.443740581876288	3.004049870045528	2.8495233168439817	3.0983259662941856	3.0842831085952045	2.873132184549092	3.103155660693246	2.6991049885520875	2.80114350413161
3.054549504457584	2.8770303033851587	2.9846024371720583	2.847421287247678	3.074549687214033	2.9739825108451683	3.1754243532599418	2.992697369858837	2.7903337728849547	2.9527416450062773	3.0174830441749068
2.2942398221715004	2.6511065642734972	2.9056076788892424	2.6840537487955904	2.975794429697644	3.1176257725304803	2.842589356975087	2.3330360826740586	2.5621232530421887	2.5301468796845668	2.80114350413161
2.166533415171936	2.206229769791662	2.5069276034413663	2.245643741973999	2.112350687559125	2.571993598287207	2.288690330418187	2.1262241646569886	2.395112047787219	2.326719510962986	2.6875895858852368
2.6446212505595708	2.6079415370416053	1.947218432174188	2.70599494256096	2.488801783625572	2.5037440563004294	2.5232044791625534	2.5800845271799484	2.659739783593221	2.5561028800427184	2.7459774913169404
2.4074687383390714	2.515584580233269	2.5069276034413663	2.809012781138686	2.779857149932886	2.752578567797237	2.957267985910577	2.3934496771382205	2.7903337728849547	2.8626375306542107	2.7739408606177527
2.7824598867702033	2.6511065642734972	2.3762900480414544	2.4613437942509466	2.7616549397016037	2.779742636556036	2.677843010628103	2.6948492580261068	2.8687912206897366	2.6536724656594326	2.878574760164208
2.352456023311121	2.138039356080488	2.7740195691933027	2.4613437942509466	2.2439467454330733	2.6044475427180047	2.677843010628103	2.004197054157182	2.7486690645314904	2.784210402863724	2.5594694808815084
1.6971643667905076	1.306656889096427	2.0490222138051717	1.97024568578297	1.623318283324109	1.3920215809947856	1.981765143851296	1.2720201853206812	1.8432488097967388	1.0922310265363588	1.689751109143946
2.5091709664144837	2.270065611755776	1.8338635979715132	2.769069933789831	2.3602219269555587	2.8319525534549435	2.5641630961335684	2.6041153650220688	2.395112047787219	2.5561028800427184	2.2401191773187983
2.0200969749905093	2.0261534740388503	1.7059969450600094	2.097653932290461	2.3602219269555587	2.3917519732811154	2.4804963409059084	1.7604580092244055	1.943286174321888	1.601775496823157	2.088030949626998
2.706034935182694	2.6079415370416053	2.5069276034413663	2.6840537487955904	2.8826170600385943	2.8815713193954786	2.71303523555339	2.9261338919062436	3.2422506325320066	2.8044013211464702	2.878574760164208
2.484698567267668	2.465997068683663	2.726005662049133	2.4043128731011283	2.558695313348544	2.3917519732811154	2.5641630961335684	2.3934496771382205	2.7051926506149173	2.2600923681785776	2.657065353270214
1.6971643667905076	0.7872049097540249	1.1797118194452545	1.5202824910847432	1.5015126666963874	1.5865134714122782	1.7390009033819025	1.1777458874033633	1.6069890837195968	1.1972714076684876	1.6046904234017885
2.9513110441256023	2.8600349418162354	2.726005662049133	2.8844089830241812	2.930290605281077	2.857069657601491	3.0100251998614382	2.873132184549092	2.7486690645314904	3.0031480051672945	2.903107800963989
2.836174260750944	2.515584580233269	2.56635820688419	2.56648753502476	2.704971734719701	2.4677891343364937	2.8725153145830737	2.5302177826161296	2.612122169072556	2.476121876876139	2.451308227429758
2.5330587458097407	2.6511065642734972	2.22598483706381	2.828401424527329	2.7431152567738235	2.752578567797237	2.9015716699228835	2.5554619592236025	2.659739783593221	2.5561028800427184	2.6875895858852368
2.3237715036903843	2.413821755312331	2.3039587453607853	2.7274650383022254	2.4136535814465607	3.078646334964781	2.5232044791625534	2.6505110386333426	2.5621232530421887	2.151007941877523	2.5246995738640385
2.200021228456535	2.6079415370416053	2.5069276034413663	2.2106484639751343	2.076555757340844	2.571993598287207	2.3401995299890537	2.1638011006211717	2.7903337728849547	1.8889767132421191	2.1413388149122516
2.484698567267668	2.732219489868553	2.0490222138051717	2.4886841852663344	2.5809481725109182	2.695931228049864	3.0353954882059933	2.8911133649354883	2.659739783593221	2.5301468796845668	2.903107800963989
2.3237715036903843	2.539485720381013	2.0490222138051717	2.2106484639751343	1.9607746414466645	2.309453831212128	2.389184996784349	2.1638011006211717	2.2659387583514485	1.7837765086213295	2.286075966975496
2.8006871468137056	2.9579269007463145	2.9056076788892424	2.8844089830241812	2.779857149932886	2.9288440140377667	2.8725153145830737	2.6505110386333426	2.659739783593221	2.676646719185408	2.853424679688444
2.5330587458097407	2.5628289058407345	2.56635820688419	2.433234844335313	2.2126353856990386	2.4677891343364937	2.389184996784349	2.0871798849030068	2.0342198732465477	2.1887071466327632	2.1919481955522104
2.9197449586443605	2.7515098393912547	2.726005662049133	2.1743839655517982	2.2126353856990386	2.695931228049864	2.6413669755480282	2.3330360826740586	2.83033174590855	2.4190106462667242	2.1919481955522104
2.887149886094309	3.10239245311238	3.021876657129415	2.9024021346432187	2.990513586693754	2.9958100041656404	3.3901775291362157	2.6948492580261068	2.941538395615248	2.899658984471011	2.80114350413161
2.484698567267668	2.413821755312331	2.3039587453607853	2.3121615982006736	2.488801783625572	2.6044475427180047	2.5232044791625534	2.3636990358420187	2.2659387583514485	2.476121876876139	2.412488600473205
2.6446212505595708	2.172715691922316	2.3039587453607853	2.4886841852663344	2.685340127345893	2.779742636556036	2.71303523555339	2.3934496771382205	2.332609671946015	2.5561028800427184	2.286075966975496
2.9513110441256023	2.6924852150526224	2.945884876783333	2.5911325565940992	2.7616549397016037	3.0380856566550207	3.1754243532599418	2.873132184549092	3.041606484772037	2.8435998161256606	2.927053355732266
2.0587649741737533	2.064856497291994	2.443740581876288	2.097653932290461	1.5642689056891417	2.5037440563004294	2.5232044791625534	1.9136998046446296	2.8687912206897366	2.151007941877523	2.088030949626998
2.887149886094309	2.789008843104237	2.9056076788892424	3.0200302159305794	2.930290605281077	2.6044475427180047	2.7470309561500894	2.797788553311294	2.7051926506149173	2.899658984471011	2.5594694808815084
2.7638942158722997	2.6079415370416053	2.5069276034413663	2.3121615982006736	2.665315389298337	2.6358812525486184	2.6413669755480282	2.5800845271799484	2.612122169072556	2.7636033957577584	2.657065353270214
2.380340632982969	2.5856395935587795	2.443740581876288	2.6840537487955904	2.3602219269555587	2.857069657601491	2.8725153145830737	2.7578752035584846	2.83033174590855	2.6060771791392203	2.853424679688444
2.5791877049152414	2.7125496910537987	2.0490222138051717	2.7484838413584374	2.5809481725109182	2.72465595944146	2.6413669755480282	2.4777332335760707	2.659739783593221	2.4190106462667242	1.7681402545969311
2.7824598867702033	3.3511897751240625	2.9846024371720583	3.0963120338689114	2.779857149932886	2.8319525534549435	2.4804963409059084	2.7163023109465234	2.8687912206897366	2.5814021759324444	2.878574760164208
2.5791877049152414	2.440249656323187	2.22598483706381	2.343831661134702	2.2743073965860763	3.1176257725304803	2.677843010628103	2.5554619592236025	2.2659387583514485	2.7210699427814067	2.5594694808815084
2.43388030514666	2.465997068683663	2.6224540728668497	2.6386720581217435	2.535935972401916	2.6663569225350594	2.842589356975087	2.7578752035584846	2.612122169072556	2.676646719185408	2.80114350413161
2.601478015372653	2.629756935025604	1.947218432174188	2.5911325565940992	2.704971734719701	2.8319525534549435	2.435882527167609	2.5800845271799484	2.5621232530421887	2.5561028800427184	2.657065353270214
3.109085373869432	2.5628289058407345	2.675569635477776	2.6616203186014418	2.779857149932886	3.3547563304094314	2.7799088644524943	2.5800845271799484	2.83033174590855	3.0353938340617344	3.298314493457464
2.685979875523026	2.5856395935587795	2.1414128996313955	2.6151847812854334	2.602716602315934	2.9054869791678484	2.288690330418187	2.9599693657422064	2.83033174590855	2.2939607339836967	2.717209621519688
2.3237715036903843	2.5856395935587795	2.1414128996313955	2.6386720581217435	2.685340127345893	2.752578567797237	2.983994467998088	2.450420473716831	3.041606484772037	2.2939607339836967	2.717209621519688
2.3237715036903843	2.3300698122298296	2.6224540728668497	2.433234844335313	2.3602219269555587	2.8815713193954786	2.435882527167609	2.0871798849030068	1.943286174321888	2.2600923681785776	2.286075966975496
2.263809412174763	1.6468034764417927	1.7059969450600094	2.014543438433449	2.2743073965860763	2.2197703657889907	2.435882527167609	2.3934496771382205	2.1175694944688788	2.151007941877523	2.286075966975496
2.459612213447912	2.6924852150526224	3.0924992967699283	2.6151847812854334	2.7431152567738235	2.951667926309592	3.196968414084671	2.6041153650220688	2.905826181267292	2.8241926215920494	2.878574760164208
2.6232822822664517	2.8770303033851587	2.863639898271213	2.6386720581217435	2.8826170600385943	2.857069657601491	2.6035099057532824	2.873132184549092	2.9760191012490176	2.8241926215920494	2.488677035812789
2.352456023311121	2.172715691922316	2.0490222138051717	2.245643741973999	2.180311846641641	2.571993598287207	2.71303523555339	2.0465489914439448	2.332609671946015	2.2939607339836967	2.0317205459599017
2.7638942158722997	2.358773599664412	2.819833373346176	2.245643741973999	2.512646556280003	2.8815713193954786	2.8725153145830737	2.5043197970686464	2.7486690645314904	2.7636033957577584	2.5930709540492063
2.352456023311121	2.491098158135223	1.947218432174188	2.5911325565940992	2.685340127345893	2.6358812525486184	2.5641630961335684	2.2687366720465336	2.9760191012490176	2.676646719185408	2.6255799767242594
2.200021228456535	2.440249656323187	1.947218432174188	2.1367547057079483	2.180311846641641	2.5037440563004294	1.981765143851296	2.1262241646569886	2.194503286002198	2.3891834184862977	2.2401191773187983
2.5791877049152414	2.7125496910537987	2.3039587453607853	2.769069933789831	2.3872945794703218	2.752578567797237	2.9015716699228835	2.2687366720465336	2.7903337728849547	2.784210402863724	2.2401191773187983
2.9513110441256023	2.539485720381013	2.3762900480414544	2.7484838413584374	2.3323959028671397	2.72465595944146	2.5641630961335684	2.234967018941043	2.83033174590855	2.5301468796845668	2.3300132025472178
2.5791877049152414	2.465997068683663	2.3762900480414544	2.0569618562523564	2.4393355930389315	2.806188290740361	2.7470309561500894	2.422340729530659	2.7051926506149173	2.5814021759324444	2.5594694808815084
2.2942398221715004	2.440249656323187	2.443740581876288	2.3121615982006736	2.7431152567738235	2.4304930860071186	2.8117401358578245	2.5302177826161296	2.7486690645314904	2.3584391029237017	2.717209621519688
2.685979875523026	2.6079415370416053	2.22598483706381	2.433234844335313	2.4136535814465607	2.6663569225350594	2.677843010628103	2.450420473716831	2.4539366213874554	2.326719510962986	2.80114350413161
2.4074687383390714	2.386676417101422	1.947218432174188	2.4043128731011283	2.6240212455661163	2.6663569225350594	2.7799088644524943	2.5800845271799484	2.4539366213874554	2.6060771791392203	2.5594694808815084
2.9197449586443605	2.8251523482948606	2.1414128996313955	2.971302036390089	2.6448814530778506	2.9054869791678484	2.842589356975087	2.873132184549092	2.5094922676809914	2.917668111740643	2.717209621519688
3.0261241264936527	2.8251523482948606	2.7740195691933027	2.3745294445683767	2.8152967825960467	3.058571627792796	2.677843010628103	2.5302177826161296	2.9760191012490176	2.5301468796845668	2.827625718170122
1.8942207677863372	1.8543599417572143	1.3874392024216788	2.0569618562523564	1.918997297292776	1.6711979182348191	2.0511492701049217	1.6434695703519833	2.194503286002198	2.151007941877523	1.9085896982075397
2.484698567267668	2.386676417101422	2.0490222138051717	2.3121615982006736	2.3323959028671397	2.571993598287207	2.3401995299890537	2.3636990358420187	2.9760191012490176	2.2600923681785776	2.372100934538747
2.380340632982969	2.515584580233269	2.0490222138051717	2.4043128731011283	2.303773374759519	2.5037440563004294	2.4804963409059084	2.4777332335760707	2.7486690645314904	2.2600923681785776	2.3300132025472178
2.6655143647861603	2.7125496910537987	2.56635820688419	2.4613437942509466	2.8325564745289613	2.4304930860071186	3.0100251998614382	2.3636990358420187	2.612122169072556	2.6991049885520875	2.6255799767242594
2.43388030514666	2.440249656323187	2.3762900480414544	2.56648753502476	2.535935972401916	2.6663569225350594	2.71303523555339	2.7578752035584846	2.905826181267292	2.4190106462667242	2.372100934538747
2.459612213447912	2.6511065642734972	2.3039587453607853	2.279455646301881	2.180311846641641	2.5384509643215534	2.435882527167609	2.2687366720465336	2.332609671946015	2.1887071466327632	2.5930709540492063
2.601478015372653	2.672009898488569	1.947218432174188	2.6840537487955904	2.685340127345893	2.72465595944146	2.8117401358578245	2.6505110386333426	2.395112047787219	2.6301579595884625	2.5930709540492063
